time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-15 00:00:00+00:00,4,3,30.0,1.0
2022-05-16 00:00:00+00:00,13,5,42.0,1.0
2022-05-17 00:00:00+00:00,1,1,,
2022-05-18 00:00:00+00:00,3,2,6.0,1.0
2022-05-19 00:00:00+00:00,12,6,3.0,1.0
2022-05-20 00:00:00+00:00,1,1,,
2022-05-21 00:00:00+00:00,2,1,,
