url_path,views_total,views_unique
/AnthonyMichaelTDM/master-pywal-theme/tree/main/polybar,8,1
/AnthonyMichaelTDM/master-pywal-theme,4,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/up,4,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/polybar/scripts,4,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/scripts,3,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/template-wal,3,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/polybar/polybartop.config,2,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/polybar/scripts/launcher.sh,2,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/polybar/scripts/powermenu.sh,2,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/scripts/wal.sh,2,1
