url_path,views_total,views_unique
/AnthonyMichaelTDM/master-pywal-theme,12,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main,8,3
/AnthonyMichaelTDM/master-pywal-theme/blob/main/config.toml,4,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main/scripts,3,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main/polybar,3,1
/AnthonyMichaelTDM/master-pywal-theme/tree/3382930ed5795daaca481108c383accec58ff6a8,2,2
/AnthonyMichaelTDM/master-pywal-theme/blob/main/sxhkd/sxhkdrc,2,1
/AnthonyMichaelTDM/master-pywal-theme/edit/main/config.toml,2,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/polybar/scripts,2,1
/AnthonyMichaelTDM/master-pywal-theme/blame/main/config.toml,1,1
