url_path,views_total,views_unique
/AnthonyMichaelTDM/master-pywal-theme,20,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main,7,2
/AnthonyMichaelTDM/master-pywal-theme/blob/main/config.toml,7,1
/AnthonyMichaelTDM/master-pywal-theme/tree/3382930ed5795daaca481108c383accec58ff6a8,5,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main/scripts,4,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/theme.toml,3,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/polybar,2,2
/AnthonyMichaelTDM/master-pywal-theme/blob/3382930ed5795daaca481108c383accec58ff6a8/note.txt,2,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/note.txt,2,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/sxhkd/sxhkdrc,2,1
