url_path,views_total,views_unique
/AnthonyMichaelTDM/master-pywal-theme,3,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main/scripts,2,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/template-wal,2,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/config.toml,1,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/desktop.jpg,1,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/scripts/changetheme.sh,1,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/scripts/changewal.sh,1,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/template-wal/color.leftwm-theme.toml,1,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/theme.toml,1,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/backgrounds,1,1
