url_path,views_total,views_unique
/AnthonyMichaelTDM/leftwm-theme-main,18,1
/AnthonyMichaelTDM/master-pywal-theme,9,1
/AnthonyMichaelTDM/leftwm-theme-main/blob/main/up,6,1
/AnthonyMichaelTDM/leftwm-theme-main/blob/main/polybar/modules.ini,5,1
/AnthonyMichaelTDM/master-pywal-theme/blob/main/config.toml,4,1
/AnthonyMichaelTDM/leftwm-theme-main/blob/c2b97f8d9c7ec8721e79711339c8efa7291c4b00/polybar/modules.ini,3,1
/AnthonyMichaelTDM/leftwm-theme-main/blob/main/config.toml,3,1
/AnthonyMichaelTDM/leftwm-theme-main/blob/main/scripts/wal.sh,3,1
/AnthonyMichaelTDM/leftwm-theme-main/search,3,1
/AnthonyMichaelTDM/leftwm-theme-main/tree/main/scripts,3,1
