url_path,views_total,views_unique
/AnthonyMichaelTDM/master-pywal-theme/blob/main/up,8,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main/polybar,8,1
/AnthonyMichaelTDM/master-pywal-theme/tree/main/scripts,7,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main/template-wal,7,2
/AnthonyMichaelTDM/master-pywal-theme,5,2
/AnthonyMichaelTDM/master-pywal-theme/blob/main/polybar/polybartop.config,4,2
/AnthonyMichaelTDM/master-pywal-theme/blob/main/scripts/wal.sh,4,2
/AnthonyMichaelTDM/master-pywal-theme/blob/main/setup-git-v5.sh,4,2
/AnthonyMichaelTDM/master-pywal-theme/blob/main/template-wal/color.leftwm-theme.toml,4,2
/AnthonyMichaelTDM/master-pywal-theme/tree/main/polybar/scripts,4,1
