url_path,views_total,views_unique
/AnthonyMichaelTDM/CLIA,6,1
/AnthonyMichaelTDM/CLIA/graphs/traffic,1,1
/AnthonyMichaelTDM/CLIA/issues,1,1
/AnthonyMichaelTDM/CLIA/packages,1,1
/AnthonyMichaelTDM/CLIA/pulls,1,1
/AnthonyMichaelTDM/CLIA/pulse,1,1
