url_path,views_total,views_unique
/AnthonyMichaelTDM/arco-leftwm,13,5
/AnthonyMichaelTDM/arco-leftwm/tree/master/archiso,5,1
/AnthonyMichaelTDM/arco-leftwm/tree/master/installation-scripts,5,1
/AnthonyMichaelTDM/arco-leftwm/tree/master/archiso/grub,2,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/airootfs/personal/rice.sh,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/packages-personal-repo.x86_64,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/packages.x86_64,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/pacman.conf,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/profiledef.sh,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso.readme,1,1
