url_path,views_total,views_unique
/AnthonyMichaelTDM/arco-leftwm,15,3
/AnthonyMichaelTDM/arco-leftwm/tree/master/installation-scripts,6,2
/AnthonyMichaelTDM/arco-leftwm/tree/master/archiso,5,1
/AnthonyMichaelTDM/arco-leftwm/compare/master...arcolinux:master,2,1
/AnthonyMichaelTDM/arco-leftwm/pulls,2,1
/AnthonyMichaelTDM/arco-leftwm/tree/master/archiso/grub,2,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/airootfs/personal/rice.sh,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/packages-personal-repo.x86_64,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/packages.x86_64,1,1
/AnthonyMichaelTDM/arco-leftwm/blob/master/archiso/pacman.conf,1,1
