time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,2,1,,
2025-03-06 00:00:00+00:00,2,1,8.0,1.0
2025-03-07 00:00:00+00:00,11,2,,
2025-03-08 00:00:00+00:00,66,8,,
2025-03-09 00:00:00+00:00,277,19,,
2025-03-10 00:00:00+00:00,5,4,,
2025-03-11 00:00:00+00:00,5,4,,
2025-03-12 00:00:00+00:00,1,1,2.0,1.0
2025-03-13 00:00:00+00:00,3,2,,
2025-03-14 00:00:00+00:00,3,2,,
2025-03-15 00:00:00+00:00,3,2,,
2025-03-16 00:00:00+00:00,102,11,,
2025-03-17 00:00:00+00:00,56,9,,
2025-03-18 00:00:00+00:00,1,1,,
