time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-23 00:00:00+00:00,2,1,,
2024-09-24 00:00:00+00:00,67,4,,
2024-09-25 00:00:00+00:00,116,7,,
2024-09-26 00:00:00+00:00,55,5,,
2024-09-27 00:00:00+00:00,14,2,1.0,1.0
2024-09-28 00:00:00+00:00,1,1,5.0,1.0
2024-09-30 00:00:00+00:00,26,2,,
2024-10-01 00:00:00+00:00,22,2,,
2024-10-02 00:00:00+00:00,4,2,,
2024-10-03 00:00:00+00:00,2,1,,
2024-10-04 00:00:00+00:00,2,1,9.0,1.0
2024-10-05 00:00:00+00:00,103,8,,
2024-10-06 00:00:00+00:00,78,6,10.0,2.0
