time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,14,11,2,1
2026-05-27 00:00:00+00:00,7,7,3,3
2026-05-28 00:00:00+00:00,12,11,0,0
2026-05-29 00:00:00+00:00,9,8,0,0
2026-05-30 00:00:00+00:00,0,0,0,0
2026-05-31 00:00:00+00:00,5,5,3,1
2026-06-01 00:00:00+00:00,7,6,1,1
2026-06-02 00:00:00+00:00,9,7,0,0
2026-06-03 00:00:00+00:00,11,10,0,0
2026-06-04 00:00:00+00:00,5,5,7,1
2026-06-05 00:00:00+00:00,4,3,0,0
2026-06-06 00:00:00+00:00,32,21,4,1
2026-06-07 00:00:00+00:00,7,5,1,1
2026-06-08 00:00:00+00:00,6,5,1,1
