time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,2,1,7.0,1.0
2025-02-06 00:00:00+00:00,3,2,,
2025-02-07 00:00:00+00:00,3,2,,
2025-02-09 00:00:00+00:00,9,2,,
2025-02-10 00:00:00+00:00,101,11,,
2025-02-11 00:00:00+00:00,6,4,,
2025-02-12 00:00:00+00:00,2,1,1.0,1.0
2025-02-13 00:00:00+00:00,2,1,,
2025-02-14 00:00:00+00:00,211,19,3.0,1.0
2025-02-15 00:00:00+00:00,2,2,,
2025-02-16 00:00:00+00:00,47,7,,
2025-02-17 00:00:00+00:00,275,19,,
2025-02-18 00:00:00+00:00,2,2,,
