time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,5,2,,
2025-06-11 00:00:00+00:00,5,3,,
2025-06-12 00:00:00+00:00,32,11,4.0,3.0
2025-06-13 00:00:00+00:00,2,1,,
2025-06-14 00:00:00+00:00,7,3,1.0,1.0
2025-06-15 00:00:00+00:00,2,2,2.0,2.0
2025-06-16 00:00:00+00:00,17,7,2.0,2.0
2025-06-17 00:00:00+00:00,12,5,,
2025-06-18 00:00:00+00:00,31,9,,
2025-06-19 00:00:00+00:00,4,2,46.0,2.0
2025-06-20 00:00:00+00:00,3,2,12.0,1.0
2025-06-21 00:00:00+00:00,1,1,1.0,1.0
2025-06-22 00:00:00+00:00,1,1,,
2025-06-23 00:00:00+00:00,11,6,,
