time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-08 00:00:00+00:00,9,2,2.0,2.0
2025-10-09 00:00:00+00:00,8,7,3.0,3.0
2025-10-10 00:00:00+00:00,21,4,18.0,3.0
2025-10-11 00:00:00+00:00,14,9,1.0,1.0
2025-10-12 00:00:00+00:00,2,2,2.0,2.0
2025-10-13 00:00:00+00:00,21,6,,
2025-10-14 00:00:00+00:00,23,7,1.0,1.0
2025-10-15 00:00:00+00:00,118,16,2.0,2.0
2025-10-16 00:00:00+00:00,31,8,3.0,3.0
2025-10-17 00:00:00+00:00,11,4,2.0,2.0
2025-10-18 00:00:00+00:00,10,4,3.0,3.0
2025-10-19 00:00:00+00:00,13,8,4.0,3.0
2025-10-20 00:00:00+00:00,9,7,4.0,4.0
2025-10-21 00:00:00+00:00,10,8,,
