time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,111,8,4.0,1.0
2024-06-28 00:00:00+00:00,277,15,5.0,5.0
2024-06-29 00:00:00+00:00,6,1,,
2024-07-01 00:00:00+00:00,5,4,,
2024-07-02 00:00:00+00:00,79,5,1.0,1.0
2024-07-03 00:00:00+00:00,2,1,,
2024-07-04 00:00:00+00:00,4,2,,
2024-07-05 00:00:00+00:00,8,2,1.0,1.0
2024-07-06 00:00:00+00:00,148,6,,
2024-07-07 00:00:00+00:00,1,1,,
2024-07-08 00:00:00+00:00,20,2,,
2024-07-09 00:00:00+00:00,15,2,,
2024-07-10 00:00:00+00:00,13,6,,
