time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,1.0,1.0,3,1
2025-12-08 00:00:00+00:00,48.0,12.0,3,2
2025-12-09 00:00:00+00:00,8.0,4.0,1,1
2025-12-10 00:00:00+00:00,1.0,1.0,1,1
2025-12-11 00:00:00+00:00,172.0,33.0,4,4
2025-12-12 00:00:00+00:00,242.0,55.0,4,3
2025-12-13 00:00:00+00:00,93.0,36.0,4,3
2025-12-14 00:00:00+00:00,327.0,49.0,2,2
2025-12-15 00:00:00+00:00,21.0,8.0,3,3
2025-12-16 00:00:00+00:00,46.0,17.0,5,4
2025-12-17 00:00:00+00:00,29.0,14.0,11,3
2025-12-18 00:00:00+00:00,120.0,25.0,3,3
2025-12-19 00:00:00+00:00,41.0,14.0,5,5
2025-12-20 00:00:00+00:00,,,3,2
