time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-29 00:00:00+00:00,1,1,1,1
2026-06-30 00:00:00+00:00,6,6,0,0
2026-07-01 00:00:00+00:00,6,6,0,0
2026-07-02 00:00:00+00:00,49,32,0,0
2026-07-03 00:00:00+00:00,105,55,1,1
2026-07-04 00:00:00+00:00,36,27,0,0
2026-07-05 00:00:00+00:00,13,13,7,3
2026-07-06 00:00:00+00:00,11,10,1,1
2026-07-07 00:00:00+00:00,7,7,2,2
2026-07-08 00:00:00+00:00,4,4,2,2
2026-07-09 00:00:00+00:00,4,4,0,0
2026-07-10 00:00:00+00:00,9,9,3,3
2026-07-11 00:00:00+00:00,8,8,2,2
2026-07-12 00:00:00+00:00,4,3,0,0
