time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-30 00:00:00+00:00,152,12,,
2025-05-01 00:00:00+00:00,23,3,1.0,1.0
2025-05-02 00:00:00+00:00,107,14,2.0,1.0
2025-05-03 00:00:00+00:00,136,14,,
2025-05-04 00:00:00+00:00,11,1,,
2025-05-05 00:00:00+00:00,2,1,1.0,1.0
2025-05-06 00:00:00+00:00,3,2,5.0,1.0
2025-05-07 00:00:00+00:00,3,2,,
2025-05-08 00:00:00+00:00,3,2,2.0,1.0
2025-05-09 00:00:00+00:00,2,1,1.0,1.0
2025-05-10 00:00:00+00:00,1,1,,
2025-05-12 00:00:00+00:00,93,8,,
2025-05-13 00:00:00+00:00,61,6,2.0,2.0
