time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,8,8,27,26
2026-04-14 00:00:00+00:00,8,6,13,12
2026-04-15 00:00:00+00:00,1,1,59,59
2026-04-16 00:00:00+00:00,4,1,2,2
2026-04-17 00:00:00+00:00,0,0,3,3
2026-04-18 00:00:00+00:00,0,0,0,0
2026-04-19 00:00:00+00:00,19,13,40,40
2026-04-20 00:00:00+00:00,68,22,0,0
2026-04-21 00:00:00+00:00,97,30,11,11
2026-04-22 00:00:00+00:00,40,16,100,100
2026-04-23 00:00:00+00:00,35,23,2,1
2026-04-24 00:00:00+00:00,14,5,0,0
2026-04-25 00:00:00+00:00,3,3,3,3
2026-04-26 00:00:00+00:00,0,0,6,6
