time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-31 00:00:00+00:00,1,1,8,8
2026-04-01 00:00:00+00:00,3,2,14,9
2026-04-02 00:00:00+00:00,7,6,10,10
2026-04-03 00:00:00+00:00,2,2,14,14
2026-04-04 00:00:00+00:00,5,4,10,10
2026-04-05 00:00:00+00:00,2,2,5,5
2026-04-06 00:00:00+00:00,5,5,5,5
2026-04-07 00:00:00+00:00,1,1,7,6
2026-04-08 00:00:00+00:00,2,2,7,6
2026-04-09 00:00:00+00:00,1,1,3,3
2026-04-10 00:00:00+00:00,7,6,89,89
2026-04-11 00:00:00+00:00,2,1,33,31
2026-04-12 00:00:00+00:00,3,3,13,10
2026-04-13 00:00:00+00:00,8,8,27,26
