time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-08 00:00:00+00:00,3,3,1,1
2026-09-09 00:00:00+00:00,3,3,0,0
2026-09-10 00:00:00+00:00,2,2,5,5
2026-09-11 00:00:00+00:00,0,0,2,2
2026-09-12 00:00:00+00:00,3,3,1,1
2026-09-13 00:00:00+00:00,2,2,3,3
2026-09-14 00:00:00+00:00,0,0,0,0
2026-09-15 00:00:00+00:00,0,0,1,1
2026-09-16 00:00:00+00:00,3,3,1,1
2026-09-17 00:00:00+00:00,9,8,2,2
2026-09-18 00:00:00+00:00,32,30,2,2
2026-09-19 00:00:00+00:00,12,5,1,1
2026-09-20 00:00:00+00:00,14,1,2,2
2026-09-21 00:00:00+00:00,19,9,1,1
