time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-25 00:00:00+00:00,3,3,3,3
2026-04-26 00:00:00+00:00,0,0,6,6
2026-04-27 00:00:00+00:00,1,1,4,4
2026-04-28 00:00:00+00:00,3,2,5,1
2026-04-29 00:00:00+00:00,2,2,7,2
2026-04-30 00:00:00+00:00,2,2,0,0
2026-05-01 00:00:00+00:00,2,2,0,0
2026-05-02 00:00:00+00:00,0,0,0,0
2026-05-03 00:00:00+00:00,3,2,0,0
2026-05-04 00:00:00+00:00,1,1,0,0
2026-05-05 00:00:00+00:00,4,4,1,1
2026-05-06 00:00:00+00:00,5,5,7,1
2026-05-07 00:00:00+00:00,604,74,1,1
2026-05-08 00:00:00+00:00,66,22,0,0
