time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-02 00:00:00+00:00,9,7,0,0
2026-06-03 00:00:00+00:00,11,10,0,0
2026-06-04 00:00:00+00:00,5,5,7,1
2026-06-05 00:00:00+00:00,4,3,0,0
2026-06-06 00:00:00+00:00,32,21,4,1
2026-06-07 00:00:00+00:00,7,5,1,1
2026-06-08 00:00:00+00:00,6,5,1,1
2026-06-09 00:00:00+00:00,3,3,2,2
2026-06-10 00:00:00+00:00,5,4,6,1
2026-06-11 00:00:00+00:00,73,41,1,1
2026-06-12 00:00:00+00:00,2,2,2,2
2026-06-13 00:00:00+00:00,6,6,1,1
2026-06-14 00:00:00+00:00,4,4,0,0
2026-06-15 00:00:00+00:00,4,4,5,4
