time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,604,74,1,1
2026-05-08 00:00:00+00:00,66,22,0,0
2026-05-09 00:00:00+00:00,168,32,0,0
2026-05-10 00:00:00+00:00,9,9,1,1
2026-05-11 00:00:00+00:00,2,2,1,1
2026-05-12 00:00:00+00:00,4,4,0,0
2026-05-13 00:00:00+00:00,3,3,0,0
2026-05-14 00:00:00+00:00,26,18,1,1
2026-05-15 00:00:00+00:00,12,3,0,0
2026-05-16 00:00:00+00:00,21,8,1,1
2026-05-17 00:00:00+00:00,2,2,1,1
2026-05-18 00:00:00+00:00,7,7,1,1
2026-05-19 00:00:00+00:00,5,4,260,134
2026-05-20 00:00:00+00:00,2,2,0,0
