time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-27 00:00:00+00:00,173,16,7.0,4.0
2025-10-28 00:00:00+00:00,591,37,1.0,1.0
2025-10-29 00:00:00+00:00,12,4,,
2025-10-30 00:00:00+00:00,94,17,5.0,3.0
2025-10-31 00:00:00+00:00,402,19,2.0,2.0
2025-11-01 00:00:00+00:00,7,3,1.0,1.0
2025-11-02 00:00:00+00:00,2,2,1.0,1.0
2025-11-03 00:00:00+00:00,52,11,5.0,5.0
2025-11-04 00:00:00+00:00,80,6,5.0,4.0
2025-11-05 00:00:00+00:00,5,5,2.0,1.0
2025-11-06 00:00:00+00:00,6,4,3.0,2.0
2025-11-07 00:00:00+00:00,10,4,7.0,3.0
2025-11-08 00:00:00+00:00,2,2,3.0,2.0
2025-11-09 00:00:00+00:00,24,5,2.0,2.0
