time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-23 00:00:00+00:00,199,34,3,2
2026-01-24 00:00:00+00:00,26,7,6,4
2026-01-25 00:00:00+00:00,249,40,1,1
2026-01-26 00:00:00+00:00,68,16,4,3
2026-01-27 00:00:00+00:00,121,27,2,1
2026-01-28 00:00:00+00:00,92,26,1,1
2026-01-29 00:00:00+00:00,103,25,0,0
2026-01-30 00:00:00+00:00,1,1,0,0
2026-01-31 00:00:00+00:00,54,14,1,1
2026-02-01 00:00:00+00:00,5,5,0,0
2026-02-02 00:00:00+00:00,128,22,1,1
2026-02-03 00:00:00+00:00,9,7,1,1
2026-02-04 00:00:00+00:00,2,2,2,2
2026-02-05 00:00:00+00:00,176,43,0,0
