time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,2,2,6,6
2026-03-24 00:00:00+00:00,7,6,21,21
2026-03-25 00:00:00+00:00,2,2,0,0
2026-03-26 00:00:00+00:00,0,0,0,0
2026-03-27 00:00:00+00:00,0,0,15,14
2026-03-28 00:00:00+00:00,1,1,97,97
2026-03-29 00:00:00+00:00,0,0,0,0
2026-03-30 00:00:00+00:00,1,1,5,5
2026-03-31 00:00:00+00:00,1,1,8,8
2026-04-01 00:00:00+00:00,3,2,14,9
2026-04-02 00:00:00+00:00,7,6,10,10
2026-04-03 00:00:00+00:00,2,2,14,14
2026-04-04 00:00:00+00:00,5,4,10,10
2026-04-05 00:00:00+00:00,2,2,5,5
