url_path,views_total,views_unique
/AnthonyMichaelTDM/Java-Image-Manipulation-Program,21,8
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/pulse,6,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/releases/tag/v1.2.2,5,3
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/graphs/traffic,5,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/network,4,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/commit/2e669f4f44634879ea39e92c3a46abc88be5e6de,3,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/graphs/community,3,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/commits/2e669f4f44634879ea39e92c3a46abc88be5e6de,2,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/graphs/commit-activity,2,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/graphs/contributors,2,1
