url_path,views_total,views_unique
/AnthonyMichaelTDM/Java-Image-Manipulation-Program,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/src/main/java/classes/Main.java,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/src/main/java/classes/Picture.java,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/src/main/java/classes/SimplePicture.java,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/Wiki-Images/BsSfa1-balance.jpg,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/Wiki-Images/BsSfa1-faithful%2B.jpg,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/Wiki-Images/BsSfa1-faithful.jpg,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/Wiki-Images/BsSfa1-negate-all.jpg,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/Wiki-Images/BsSfa1-SD%2Bmean.jpg,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/Wiki-Images/BsSfa1-trim-50-180.jpg,1,1
