url_path,views_total,views_unique
/AnthonyMichaelTDM/Java-Image-Manipulation-Program,6,5
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/commit/2e669f4f44634879ea39e92c3a46abc88be5e6de,3,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/commits/2e669f4f44634879ea39e92c3a46abc88be5e6de,2,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/network,2,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/tree/2e669f4f44634879ea39e92c3a46abc88be5e6de,2,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/blob/master/Wiki-Images/BsSfa1-SD%2Bmean.jpg,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/discussions,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/graphs/traffic,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/pulse,1,1
/AnthonyMichaelTDM/Java-Image-Manipulation-Program/tree/master/Wiki-Images,1,1
