time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-25 00:00:00+00:00,2,2,105,37
2026-05-26 00:00:00+00:00,6,6,51,30
2026-05-27 00:00:00+00:00,8,6,55,28
2026-05-28 00:00:00+00:00,12,3,63,31
2026-05-29 00:00:00+00:00,3,2,56,27
2026-05-30 00:00:00+00:00,3,3,97,35
2026-05-31 00:00:00+00:00,2,2,50,27
2026-06-01 00:00:00+00:00,6,6,61,30
2026-06-02 00:00:00+00:00,3,3,41,24
2026-06-03 00:00:00+00:00,12,8,26,16
2026-06-04 00:00:00+00:00,4,3,36,15
2026-06-05 00:00:00+00:00,77,43,33,16
2026-06-06 00:00:00+00:00,1,1,61,29
2026-06-07 00:00:00+00:00,0,0,38,22
