time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-03 00:00:00+00:00,5,4,112,32
2023-12-04 00:00:00+00:00,1,1,120,28
2023-12-05 00:00:00+00:00,2,1,63,22
2023-12-06 00:00:00+00:00,4,4,80,30
2023-12-07 00:00:00+00:00,5,5,55,27
2023-12-08 00:00:00+00:00,4,3,96,25
2023-12-09 00:00:00+00:00,2,1,103,25
2023-12-10 00:00:00+00:00,3,3,82,22
2023-12-11 00:00:00+00:00,4,4,78,31
2023-12-12 00:00:00+00:00,1,1,58,31
2023-12-13 00:00:00+00:00,3,3,40,20
2023-12-14 00:00:00+00:00,2,2,85,22
2023-12-15 00:00:00+00:00,10,7,79,23
2023-12-16 00:00:00+00:00,3,3,60,27
