referrer,views_total,views_unique
youtube.com,210,85
yandex.ru,22,13
github.com,18,9
Google,16,13
DuckDuckGo,10,3
Bing,4,4
ph.search.yahoo.com,2,1
libhunt.com,1,1
gosearches.gg,1,1
Yahoo,1,1
