time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-05 00:00:00+00:00,,,47,28
2024-11-06 00:00:00+00:00,1.0,1.0,50,22
2024-11-07 00:00:00+00:00,,,72,23
2024-11-08 00:00:00+00:00,,,44,21
2024-11-09 00:00:00+00:00,,,53,23
2024-11-10 00:00:00+00:00,,,71,23
2024-11-11 00:00:00+00:00,,,64,31
2024-11-12 00:00:00+00:00,,,65,20
2024-11-13 00:00:00+00:00,1.0,1.0,50,24
2024-11-14 00:00:00+00:00,,,96,31
2024-11-15 00:00:00+00:00,1.0,1.0,89,21
2024-11-16 00:00:00+00:00,1.0,1.0,117,30
2024-11-17 00:00:00+00:00,1.0,1.0,80,34
2024-11-18 00:00:00+00:00,1.0,1.0,44,22
