time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-21 00:00:00+00:00,9,7,125,48
2026-02-22 00:00:00+00:00,3,3,104,51
2026-02-23 00:00:00+00:00,81,5,109,52
2026-02-24 00:00:00+00:00,1,1,84,41
2026-02-25 00:00:00+00:00,3,2,76,35
2026-02-26 00:00:00+00:00,6,4,46,24
2026-02-27 00:00:00+00:00,1,1,32,17
2026-02-28 00:00:00+00:00,0,0,103,36
2026-03-01 00:00:00+00:00,2,2,56,35
2026-03-02 00:00:00+00:00,5,5,89,49
2026-03-03 00:00:00+00:00,2,2,61,32
2026-03-04 00:00:00+00:00,4,3,58,31
2026-03-05 00:00:00+00:00,4,3,72,34
2026-03-06 00:00:00+00:00,1,1,76,37
