time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-07 00:00:00+00:00,,,35,5
2022-09-08 00:00:00+00:00,,,36,3
2022-09-09 00:00:00+00:00,1.0,1.0,22,4
2022-09-10 00:00:00+00:00,2.0,2.0,15,2
2022-09-11 00:00:00+00:00,,,4,2
2022-09-12 00:00:00+00:00,5.0,3.0,29,4
2022-09-13 00:00:00+00:00,1.0,1.0,2,2
2022-09-15 00:00:00+00:00,2.0,2.0,10,3
2022-09-16 00:00:00+00:00,2.0,2.0,6,3
2022-09-17 00:00:00+00:00,1.0,1.0,45,5
2022-09-18 00:00:00+00:00,,,14,4
2022-09-19 00:00:00+00:00,1.0,1.0,5,2
