time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-11 00:00:00+00:00,1.0,1.0,52,19
2025-03-12 00:00:00+00:00,1.0,1.0,46,22
2025-03-13 00:00:00+00:00,,,44,24
2025-03-14 00:00:00+00:00,3.0,3.0,54,29
2025-03-15 00:00:00+00:00,1.0,1.0,121,34
2025-03-16 00:00:00+00:00,1.0,1.0,69,30
2025-03-17 00:00:00+00:00,3.0,3.0,99,34
2025-03-18 00:00:00+00:00,1.0,1.0,82,16
2025-03-19 00:00:00+00:00,3.0,3.0,42,18
2025-03-20 00:00:00+00:00,,,70,32
2025-03-21 00:00:00+00:00,2.0,1.0,72,33
2025-03-22 00:00:00+00:00,,,53,29
2025-03-23 00:00:00+00:00,1.0,1.0,76,35
2025-03-24 00:00:00+00:00,2.0,2.0,85,30
