time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-03 00:00:00+00:00,1.0,1.0,195,51
2024-07-04 00:00:00+00:00,3.0,2.0,148,51
2024-07-05 00:00:00+00:00,5.0,4.0,188,46
2024-07-06 00:00:00+00:00,4.0,4.0,230,60
2024-07-07 00:00:00+00:00,11.0,6.0,222,64
2024-07-08 00:00:00+00:00,3.0,2.0,316,68
2024-07-09 00:00:00+00:00,4.0,3.0,211,54
2024-07-10 00:00:00+00:00,30.0,6.0,134,44
2024-07-11 00:00:00+00:00,113.0,18.0,197,48
2024-07-12 00:00:00+00:00,1.0,1.0,231,55
2024-07-13 00:00:00+00:00,2.0,2.0,179,47
2024-07-14 00:00:00+00:00,39.0,6.0,314,57
2024-07-15 00:00:00+00:00,12.0,1.0,194,46
2024-07-16 00:00:00+00:00,,,208,51
