time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-29 00:00:00+00:00,,,79,38
2024-09-30 00:00:00+00:00,5.0,2.0,150,31
2024-10-01 00:00:00+00:00,8.0,3.0,118,43
2024-10-02 00:00:00+00:00,1.0,1.0,50,21
2024-10-03 00:00:00+00:00,1.0,1.0,54,30
2024-10-04 00:00:00+00:00,,,50,25
2024-10-05 00:00:00+00:00,,,74,25
2024-10-06 00:00:00+00:00,,,88,43
2024-10-07 00:00:00+00:00,1.0,1.0,48,23
2024-10-08 00:00:00+00:00,,,57,25
2024-10-09 00:00:00+00:00,1.0,1.0,57,27
2024-10-10 00:00:00+00:00,,,36,18
2024-10-11 00:00:00+00:00,2.0,2.0,71,29
2024-10-12 00:00:00+00:00,,,56,23
