referrer,views_total,views_unique
youtube.com,423,144
github.com,179,23
Google,118,31
m.youtube.com,26,5
Bing,15,8
yandex.ru,7,6
DuckDuckGo,3,3
ecosia.org,2,1
libhunt.com,1,1
away.vk.com,1,1
