time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-25 00:00:00+00:00,2,1,40,22
2025-09-26 00:00:00+00:00,1,1,50,23
2025-09-27 00:00:00+00:00,1,1,75,34
2025-09-28 00:00:00+00:00,1,1,62,24
2025-09-29 00:00:00+00:00,1,1,56,24
2025-09-30 00:00:00+00:00,1,1,29,15
2025-10-01 00:00:00+00:00,3,2,82,30
2025-10-02 00:00:00+00:00,2,2,32,15
2025-10-03 00:00:00+00:00,1,1,47,23
2025-10-04 00:00:00+00:00,1,1,77,36
2025-10-05 00:00:00+00:00,5,2,86,32
2025-10-06 00:00:00+00:00,2,2,83,32
2025-10-07 00:00:00+00:00,2,2,62,25
2025-10-08 00:00:00+00:00,2,1,37,20
