time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-22 00:00:00+00:00,,,22,10
2023-04-23 00:00:00+00:00,1.0,1.0,35,16
2023-04-24 00:00:00+00:00,,,29,18
2023-04-25 00:00:00+00:00,1.0,1.0,30,17
2023-04-26 00:00:00+00:00,,,44,21
2023-04-27 00:00:00+00:00,,,27,13
2023-04-28 00:00:00+00:00,2.0,2.0,44,22
2023-04-29 00:00:00+00:00,,,43,21
2023-04-30 00:00:00+00:00,1.0,1.0,52,18
2023-05-01 00:00:00+00:00,1.0,1.0,38,21
2023-05-02 00:00:00+00:00,4.0,4.0,38,14
2023-05-03 00:00:00+00:00,1.0,1.0,66,16
2023-05-04 00:00:00+00:00,1.0,1.0,30,14
2023-05-05 00:00:00+00:00,2.0,2.0,71,25
