time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-21 00:00:00+00:00,3,2,53,17
2026-08-22 00:00:00+00:00,1,1,54,23
2026-08-23 00:00:00+00:00,47,4,51,24
2026-08-24 00:00:00+00:00,3,3,57,17
2026-08-25 00:00:00+00:00,1,1,46,21
2026-08-26 00:00:00+00:00,2,1,29,16
2026-08-27 00:00:00+00:00,1,1,27,13
2026-08-28 00:00:00+00:00,66,13,22,12
2026-08-29 00:00:00+00:00,2,2,64,22
2026-08-30 00:00:00+00:00,0,0,50,22
2026-08-31 00:00:00+00:00,118,4,32,11
2026-09-01 00:00:00+00:00,5,5,37,18
2026-09-02 00:00:00+00:00,6,5,58,23
2026-09-03 00:00:00+00:00,1,1,30,13
