time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-30 00:00:00+00:00,5,4,181,42
2023-10-01 00:00:00+00:00,6,4,98,44
2023-10-02 00:00:00+00:00,6,6,122,36
2023-10-03 00:00:00+00:00,7,7,121,42
2023-10-04 00:00:00+00:00,2,2,90,33
2023-10-05 00:00:00+00:00,4,4,86,33
2023-10-06 00:00:00+00:00,2,1,95,26
2023-10-07 00:00:00+00:00,5,5,130,34
2023-10-08 00:00:00+00:00,6,6,103,40
2023-10-09 00:00:00+00:00,4,4,61,31
2023-10-10 00:00:00+00:00,2,2,168,32
2023-10-11 00:00:00+00:00,8,6,72,33
2023-10-12 00:00:00+00:00,2,2,71,31
2023-10-13 00:00:00+00:00,2,2,46,15
