time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-14 00:00:00+00:00,6.0,6.0,320,113
2024-06-15 00:00:00+00:00,2.0,2.0,483,129
2024-06-16 00:00:00+00:00,3.0,3.0,439,145
2024-06-17 00:00:00+00:00,7.0,6.0,323,119
2024-06-18 00:00:00+00:00,12.0,11.0,283,106
2024-06-19 00:00:00+00:00,8.0,7.0,307,105
2024-06-20 00:00:00+00:00,7.0,7.0,244,83
2024-06-21 00:00:00+00:00,7.0,7.0,180,77
2024-06-22 00:00:00+00:00,,,233,83
2024-06-23 00:00:00+00:00,2.0,2.0,266,83
2024-06-24 00:00:00+00:00,2.0,2.0,201,79
2024-06-25 00:00:00+00:00,,,229,77
2024-06-26 00:00:00+00:00,4.0,3.0,176,69
2024-06-27 00:00:00+00:00,1.0,1.0,198,64
2024-06-28 00:00:00+00:00,,,7,5
