referrer,views_total,views_unique
Google,709,180
youtube.com,103,41
github.com,57,6
yandex.ru,48,10
Bing,22,5
search.brave.com,21,6
DuckDuckGo,16,5
fearlessrevolution.com,9,1
away.vk.com,7,2
ecosia.org,5,1
