time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-13 00:00:00+00:00,25.0,24.0,64,31
2025-08-14 00:00:00+00:00,,,61,22
2025-08-15 00:00:00+00:00,3.0,3.0,43,14
2025-08-16 00:00:00+00:00,2.0,2.0,72,26
2025-08-17 00:00:00+00:00,2.0,2.0,55,22
2025-08-18 00:00:00+00:00,,,48,26
2025-08-19 00:00:00+00:00,5.0,4.0,43,16
2025-08-20 00:00:00+00:00,3.0,2.0,17,7
2025-08-21 00:00:00+00:00,19.0,12.0,28,14
2025-08-22 00:00:00+00:00,,,55,24
2025-08-23 00:00:00+00:00,10.0,8.0,67,29
2025-08-24 00:00:00+00:00,9.0,6.0,60,21
2025-08-25 00:00:00+00:00,19.0,11.0,40,18
2025-08-26 00:00:00+00:00,10.0,7.0,41,21
