referrer,views_total,views_unique
youtube.com,158,69
Google,52,15
github.com,17,11
Bing,10,3
yandex.ru,9,6
steamcommunity.com,8,2
libhunt.com,1,1
drg-completionist.com,1,1
DuckDuckGo,1,1
