time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-08 00:00:00+00:00,3,3,122,34
2024-06-09 00:00:00+00:00,6,5,103,38
2024-06-10 00:00:00+00:00,2,2,144,31
2024-06-11 00:00:00+00:00,7,4,81,30
2024-06-12 00:00:00+00:00,5,5,75,21
2024-06-13 00:00:00+00:00,12,11,547,135
2024-06-14 00:00:00+00:00,7,7,456,144
2024-06-15 00:00:00+00:00,2,2,483,129
2024-06-16 00:00:00+00:00,3,3,439,145
2024-06-17 00:00:00+00:00,7,6,323,119
2024-06-18 00:00:00+00:00,12,11,283,106
2024-06-19 00:00:00+00:00,8,7,307,105
2024-06-20 00:00:00+00:00,7,7,244,83
2024-06-21 00:00:00+00:00,6,6,173,76
