referrer,views_total,views_unique
Google,1116,286
youtube.com,144,61
github.com,74,10
yandex.ru,53,16
search.brave.com,29,6
Bing,25,5
DuckDuckGo,11,3
Yahoo,6,1
com.google.android.gm,4,1
