time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-09 00:00:00+00:00,10.0,10.0,204,63
2024-03-10 00:00:00+00:00,2.0,2.0,167,49
2024-03-11 00:00:00+00:00,1.0,1.0,191,54
2024-03-12 00:00:00+00:00,8.0,6.0,144,48
2024-03-13 00:00:00+00:00,4.0,4.0,167,34
2024-03-14 00:00:00+00:00,4.0,4.0,111,39
2024-03-15 00:00:00+00:00,1.0,1.0,91,42
2024-03-16 00:00:00+00:00,8.0,8.0,108,40
2024-03-17 00:00:00+00:00,5.0,5.0,176,43
2024-03-18 00:00:00+00:00,6.0,5.0,86,26
2024-03-19 00:00:00+00:00,3.0,3.0,77,32
2024-03-20 00:00:00+00:00,4.0,4.0,72,36
2024-03-21 00:00:00+00:00,4.0,4.0,56,34
2024-03-22 00:00:00+00:00,,,31,15
