time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-07 00:00:00+00:00,1.0,1.0,1,1
2022-10-08 00:00:00+00:00,4.0,3.0,8,3
2022-10-09 00:00:00+00:00,1.0,1.0,16,4
2022-10-10 00:00:00+00:00,,,23,5
2022-10-11 00:00:00+00:00,,,4,3
2022-10-12 00:00:00+00:00,,,5,2
2022-10-13 00:00:00+00:00,3.0,2.0,3,2
2022-10-14 00:00:00+00:00,3.0,3.0,10,3
2022-10-15 00:00:00+00:00,1.0,1.0,4,1
2022-10-16 00:00:00+00:00,1.0,1.0,9,2
2022-10-17 00:00:00+00:00,3.0,3.0,6,4
2022-10-18 00:00:00+00:00,3.0,3.0,8,4
2022-10-19 00:00:00+00:00,1.0,1.0,6,3
2022-10-20 00:00:00+00:00,,,2,1
