time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-17 00:00:00+00:00,1,1,31,19
2024-01-18 00:00:00+00:00,1,1,62,18
2024-01-19 00:00:00+00:00,5,4,38,21
2024-01-20 00:00:00+00:00,3,3,49,21
2024-01-21 00:00:00+00:00,1,1,47,18
2024-01-22 00:00:00+00:00,4,4,54,14
2024-01-23 00:00:00+00:00,2,2,56,24
2024-01-24 00:00:00+00:00,7,5,195,25
2024-01-25 00:00:00+00:00,2,2,62,26
2024-01-26 00:00:00+00:00,2,2,101,14
2024-01-27 00:00:00+00:00,4,4,122,27
2024-01-28 00:00:00+00:00,7,7,97,28
2024-01-29 00:00:00+00:00,3,3,99,31
2024-01-30 00:00:00+00:00,3,2,122,25
