time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-25 00:00:00+00:00,2,2,63,25
2024-04-26 00:00:00+00:00,5,5,65,26
2024-04-27 00:00:00+00:00,5,5,83,27
2024-04-28 00:00:00+00:00,4,4,132,31
2024-04-29 00:00:00+00:00,3,3,136,37
2024-04-30 00:00:00+00:00,2,2,77,27
2024-05-01 00:00:00+00:00,4,4,45,24
2024-05-02 00:00:00+00:00,5,4,111,29
2024-05-03 00:00:00+00:00,3,2,65,26
2024-05-04 00:00:00+00:00,2,1,39,20
2024-05-05 00:00:00+00:00,2,1,71,33
2024-05-06 00:00:00+00:00,1,1,51,26
2024-05-07 00:00:00+00:00,3,3,93,29
2024-05-08 00:00:00+00:00,4,3,58,29
