time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-18 00:00:00+00:00,,,50,22
2025-02-19 00:00:00+00:00,1.0,1.0,53,21
2025-02-20 00:00:00+00:00,,,73,31
2025-02-21 00:00:00+00:00,,,89,36
2025-02-22 00:00:00+00:00,,,80,33
2025-02-23 00:00:00+00:00,1.0,1.0,56,31
2025-02-24 00:00:00+00:00,1.0,1.0,66,30
2025-02-25 00:00:00+00:00,2.0,2.0,107,44
2025-02-26 00:00:00+00:00,2.0,2.0,75,38
2025-02-27 00:00:00+00:00,1.0,1.0,72,31
2025-02-28 00:00:00+00:00,,,74,38
2025-03-01 00:00:00+00:00,2.0,2.0,81,32
2025-03-02 00:00:00+00:00,2.0,2.0,69,30
2025-03-03 00:00:00+00:00,2.0,2.0,69,24
