time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-18 00:00:00+00:00,0,0,49,25
2025-12-19 00:00:00+00:00,1,1,60,23
2025-12-20 00:00:00+00:00,1,1,90,38
2025-12-21 00:00:00+00:00,3,3,137,47
2025-12-22 00:00:00+00:00,1,1,84,24
2025-12-23 00:00:00+00:00,1,1,89,34
2025-12-24 00:00:00+00:00,3,2,83,28
2025-12-25 00:00:00+00:00,1,1,35,20
2025-12-26 00:00:00+00:00,1,1,56,31
2025-12-27 00:00:00+00:00,0,0,85,28
2025-12-28 00:00:00+00:00,4,4,91,46
2025-12-29 00:00:00+00:00,2,2,63,28
2025-12-30 00:00:00+00:00,2,2,74,28
2025-12-31 00:00:00+00:00,0,0,80,25
