time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-07 00:00:00+00:00,2.0,2.0,14,4
2022-08-08 00:00:00+00:00,2.0,2.0,17,3
2022-08-09 00:00:00+00:00,2.0,1.0,7,4
2022-08-10 00:00:00+00:00,,,14,3
2022-08-11 00:00:00+00:00,3.0,2.0,29,5
2022-08-12 00:00:00+00:00,1.0,1.0,18,3
2022-08-13 00:00:00+00:00,1.0,1.0,19,4
2022-08-14 00:00:00+00:00,1.0,1.0,21,4
2022-08-15 00:00:00+00:00,6.0,3.0,9,4
2022-08-16 00:00:00+00:00,1.0,1.0,5,3
2022-08-17 00:00:00+00:00,,,3,2
2022-08-18 00:00:00+00:00,2.0,2.0,19,5
2022-08-19 00:00:00+00:00,1.0,1.0,3,2
2022-08-20 00:00:00+00:00,,,1,1
