referrer,views_total,views_unique
Google,614,176
youtube.com,108,38
github.com,57,8
yandex.ru,28,9
search.brave.com,20,7
Bing,17,4
DuckDuckGo,15,5
fearlessrevolution.com,9,1
away.vk.com,7,2
ecosia.org,5,1
