time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-29 00:00:00+00:00,25,9,266,91
2026-01-30 00:00:00+00:00,4,4,296,114
2026-01-31 00:00:00+00:00,13,11,462,155
2026-02-01 00:00:00+00:00,10,8,517,156
2026-02-02 00:00:00+00:00,35,22,379,130
2026-02-03 00:00:00+00:00,9,6,212,93
2026-02-04 00:00:00+00:00,11,8,195,78
2026-02-05 00:00:00+00:00,16,12,169,78
2026-02-06 00:00:00+00:00,10,6,184,68
2026-02-07 00:00:00+00:00,14,9,199,74
2026-02-08 00:00:00+00:00,21,19,219,75
2026-02-09 00:00:00+00:00,15,14,185,59
2026-02-10 00:00:00+00:00,17,14,106,46
2026-02-11 00:00:00+00:00,4,3,131,48
