referrer,views_total,views_unique
Google,150,45
yandex.ru,57,15
youtube.com,21,10
Bing,19,6
search.brave.com,8,3
DuckDuckGo,7,3
nz.search.yahoo.com,6,2
github.com,4,2
chatgpt.com,4,2
yandex.by,3,1
