time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-27 00:00:00+00:00,3,3,107,24
2023-11-28 00:00:00+00:00,6,5,72,26
2023-11-29 00:00:00+00:00,4,4,68,28
2023-11-30 00:00:00+00:00,9,3,92,32
2023-12-01 00:00:00+00:00,4,4,121,29
2023-12-02 00:00:00+00:00,4,3,124,40
2023-12-03 00:00:00+00:00,5,4,112,32
2023-12-04 00:00:00+00:00,1,1,120,28
2023-12-05 00:00:00+00:00,2,1,63,22
2023-12-06 00:00:00+00:00,4,4,80,30
2023-12-07 00:00:00+00:00,5,5,55,27
2023-12-08 00:00:00+00:00,4,3,96,25
2023-12-09 00:00:00+00:00,2,1,103,25
2023-12-10 00:00:00+00:00,3,3,81,21
