referrer,views_total,views_unique
youtube.com,283,94
Google,23,15
yandex.ru,21,12
github.com,18,5
Bing,11,5
steamcommunity.com,7,2
DuckDuckGo,7,1
libhunt.com,4,1
br.search.yahoo.com,1,1
